No.;Time;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
20632;174,579;;174,579;180,119553;5,540553;;5,522491;-0,566925;-6,089416
25727;180,119553;;180,119553;180,137615;0,018062;;-0,566925;0,548367;1,115292
25728;180,137615;;180,137615;180,722602;0,584987;;0,548367;-0,277594;-0,825961
25732;180,722602;;180,722602;180,759222;0,03662;;-0,277594;-0,046139;0,231455
25733;180,759222;;180,759222;181,073436;0,314214;;-0,046139;-0,32768;-0,281541
25734;181,073436;;181,073436;181,433789;0,360353;;-0,32768;0,442948;0,770628
25736;181,433789;;181,433789;182,121822;0,688033;;0,442948;0,244826;-0,198122
25817;182,121822;;182,121822;182,366907;0,245085;;0,244826;-0,002369;-0,247195
25848;182,366907;;182,366907;182,367166;0,000259;;-0,002369;-0,263436;-0,261067
25849;182,367166;;182,367166;182,369794;0,002628;;-0,263436;0,265952;0,529388
25850;182,369794;;182,369794;182,635858;0,266064;;0,265952;-0,012784;-0,278736
25880;182,635858;;182,635858;182,63597;0,000112;;-0,012784;-0,309;-0,296216
25881;182,63597;;182,63597;182,648866;0,012896;;-0,309;0,321896;0,630896
25883;182,648866;;182,648866;182,970762;0,321896;;0,321896;-9E-05;-0,321986
26192;182,970762;;182,970762;182,970762;0;;-9E-05;-0,000447;-0,000357
26193;182,970762;;182,970762;182,970852;9E-05;;-0,000447;0,000537;0,000984
26194;182,970852;;182,970852;182,971389;0,000537;;0,000537;0;-0,000537
26195;182,971389;;182,971389;182,971389;0;;0;-7,6E-05;-7,6E-05
26196;182,971389;;182,971389;182,971389;0;;-7,6E-05;-0,003096;-0,00302
26197;182,971389;;182,971389;182,971465;7,6E-05;;-0,003096;0,002876;0,005972
26198;182,971465;;182,971465;182,974637;0,003172;;0,002876;0,000242;-0,002634
26211;182,974637;;182,974637;182,974933;0,000296;;0,000242;5,4E-05;-0,000188
26213;182,974933;;182,974933;182,974987;5,4E-05;;5,4E-05;0;-5,4E-05
26214;182,974987;;182,974987;182,974987;0;;0;0;0
26215;182,974987;;182,974987;182,974987;0;;0;-0,247908;-0,247908
26216;182,974987;;182,974987;182,974987;0;;-0,247908;0,247908;0,495816
26217;182,974987;;182,974987;183,222895;0,247908;;0,247908;-0,02145;-0,269358
26329;183,222895;;183,222895;183,222895;0;;-0,02145;0,021391;0,042841
26330;183,222895;;183,222895;183,244345;0,02145;;0,021391;-0,038457;-0,059848
26336;183,244345;;183,244345;183,244404;5,9E-05;;-0,038457;0,038332;0,076789
26337;183,244404;;183,244404;183,28292;0,038516;;0,038332;-4,091088;-4,12942
26340;183,28292;;183,28292;183,283104;0,000184;;-4,091088;3,944416;8,035504
26341;183,283104;;183,283104;187,374376;4,091272;;3,944416;0,100278;-3,844138
27643;187,374376;;187,374376;187,521232;0,146856;;0,100278;-0,179637;-0,279915
27963;187,521232;;187,521232;187,56781;0,046578;;-0,179637;0,188074;0,367711
27964;187,56781;;187,56781;187,794025;0,226215;;0,188074;-3,759414;-3,947488
27965;187,794025;;187,794025;187,832166;0,038141;;-3,759414;3,770372;7,529786
27966;187,832166;;187,832166;191,629721;3,797555;;3,770372;-0,974239;-4,744611
28788;191,629721;;191,629721;191,656904;0,027183;;-0,974239;0,870819;1,845058
28789;191,656904;;191,656904;192,658326;1,001422;;0,870819;0,090803;-0,780016
28822;192,658326;;192,658326;192,788929;0,130603;;0,090803;-1,236523;-1,327326
28823;192,788929;;192,788929;192,828729;0,0398;;-1,236523;1,276281;2,512804
28824;192,828729;;192,828729;194,105052;1,276323;;1,276281;-0,025986;-1,302267
28864;194,105052;;194,105052;194,105094;4,2E-05;;-0,025986;0,026028;0,052014
28865;194,105094;;194,105094;194,131122;0,026028;;0,026028;-1,62904;-1,655068
28869;194,131122;;194,131122;194,131122;0;;-1,62904;1,628732;3,257772
28870;194,131122;;194,131122;195,760162;1,62904;;1,628732;-0,311694;-1,940426
31398;195,760162;;195,760162;195,76047;0,000308;;-0,311694;-7,814654;-7,50296
31399;195,76047;;195,76047;196,072472;0,312002;;-7,814654;8,104623;15,919277
31400;196,072472;;196,072472;204,199128;8,126656;;8,104623;-2,376517;-10,48114
36599;204,199128;;204,199128;204,221161;0,022033;;-2,376517;2,398293;4,77481
36600;204,221161;;204,221161;206,619711;2,39855;;2,398293;-2,372674;-4,770967
36627;206,619711;;206,619711;206,619968;0,000257;;-2,372674;2,335109;4,707783
36628;206,619968;;206,619968;208,992899;2,372931;;2,335109;-0,074676;-2,409785
36631;208,992899;;208,992899;209,030721;0,037822;;-0,074676;0,112498;0,187174
36632;209,030721;;209,030721;209,143219;0,112498;;0,112498;-0,000123;-0,112621
36633;209,143219;;209,143219;209,143219;0;;-0,000123;7,9E-05;0,000202
36634;209,143219;;209,143219;209,143342;0,000123;;7,9E-05;-1,43612;-1,436199
36635;209,143342;;209,143342;209,143386;4,4E-05;;-1,43612;1,327978;2,764098
36636;209,143386;;209,143386;210,57955;1,436164;;1,327978;0,037163;-1,290815
36637;210,57955;;210,57955;210,687736;0,108186;;0,037163;-0,042134;-0,079297
36638;210,687736;;210,687736;210,758759;0,071023;;-0,042134;-7,402991;-7,360857
36639;210,758759;;210,758759;210,871916;0,113157;;-7,402991;7,483174;14,886165
36641;210,871916;;210,871916;218,388064;7,516148;;7,483174;-0,762599;-8,245773
37750;218,388064;;218,388064;218,421038;0,032974;;-0,762599;0,79536;1,557959
37751;218,421038;;218,421038;219,216611;0,795573;;0,79536;-5,926356;-6,721716
37757;219,216611;;219,216611;219,216824;0,000213;;-5,926356;5,905851;11,832207
37760;219,216824;;219,216824;225,143393;5,926569;;5,905851;-0,017561;-5,923412
39073;225,143393;;225,143393;225,164111;0,020718;;-0,017561;0,009462;0,027023
39074;225,164111;;225,164111;225,20239;0,038279;;0,009462;0,028637;0,019175
39077;225,20239;;225,20239;225,231207;0,028817;;0,028637;-0,002661;-0,031298
39078;225,231207;;225,231207;225,231387;0,00018;;-0,002661;-0,034685;-0,032024
39079;225,231387;;225,231387;225,234228;0,002841;;-0,034685;0,037526;0,072211
39080;225,234228;;225,234228;225,271754;0,037526;;0,037526;-0,000374;-0,0379
39081;225,271754;;225,271754;225,271754;0;;-0,000374;-0,009616;-0,009242
39082;225,271754;;225,271754;225,272128;0,000374;;-0,009616;0,000662;0,010278
39083;225,272128;;225,272128;225,282118;0,00999;;0,000662;-0,032427;-0,033089
39084;225,282118;;225,282118;225,291446;0,009328;;-0,032427;0,04031;0,072737
39085;225,291446;;225,291446;225,333201;0,041755;;0,04031;0,001316;-0,038994
39086;225,333201;;225,333201;225,334646;0,001445;;0,001316;0,000129;-0,001187
39087;225,334646;;225,334646;225,334775;0,000129;;0,000129;0;-0,000129
39088;225,334775;;225,334775;225,334775;0;;0;0;0
39089;225,334775;;225,334775;225,334775;0;;0;-0,028478;-0,028478
39090;225,334775;;225,334775;225,334775;0;;-0,028478;0,028478;0,056956
39091;225,334775;;225,334775;225,363253;0,028478;;0,028478;-0,320694;-0,349172
39092;225,363253;;225,363253;225,363253;0;;-0,320694;0,320694;0,641388
39093;225,363253;;225,363253;225,683947;0,320694;;0,320694;-0,000124;-0,320818
39094;225,683947;;225,683947;225,683947;0;;-0,000124;-0,000531;-0,000407
39095;225,683947;;225,683947;225,684071;0,000124;;-0,000531;0,000655;0,001186
39096;225,684071;;225,684071;225,684726;0,000655;;0,000655;-8,9E-05;-0,000744
39097;225,684726;;225,684726;225,684726;0;;-8,9E-05;-0,001199;-0,00111
39098;225,684726;;225,684726;225,684815;8,9E-05;;-0,001199;0,001288;0,002487
39099;225,684815;;225,684815;225,686103;0,001288;;0,001288;-7,6E-05;-0,001364
39100;225,686103;;225,686103;225,686103;0;;-7,6E-05;-0,000276;-0,0002
39101;225,686103;;225,686103;225,686179;7,6E-05;;-0,000276;0,000352;0,000628
39102;225,686179;;225,686179;225,686531;0,000352;;0,000352;-9,1E-05;-0,000443
39103;225,686531;;225,686531;225,686531;0;;-9,1E-05;-0,000377;-0,000286
39104;225,686531;;225,686531;225,686622;9,1E-05;;-0,000377;0,000404;0,000781
39107;225,686622;;225,686622;225,68709;0,000468;;0,000404;-0,003412;-0,003816
39110;225,68709;;225,68709;225,687154;6,4E-05;;-0,003412;0,003451;0,006863
39111;225,687154;;225,687154;225,69063;0,003476;;0,003451;-0,018559;-0,02201
39113;225,69063;;225,69063;225,690655;2,5E-05;;-0,018559;-0,034728;-0,016169
39114;225,690655;;225,690655;225,709239;0,018584;;-0,034728;0,003936;0,038664
39115;225,709239;;225,709239;225,762551;0,053312;;0,003936;0,011596;0,00766
39116;225,762551;;225,762551;225,811927;0,049376;;0,011596;-0,148412;-0,160008
39118;225,811927;;225,811927;225,849707;0,03778;;-0,148412;0,185639;0,334051
39123;225,849707;;225,849707;226,035899;0,186192;;0,185639;-0,003421;-0,18906
39124;226,035899;;226,035899;226,036452;0,000553;;-0,003421;-0,179151;-0,17573
39125;226,036452;;226,036452;226,040426;0,003974;;-0,179151;0,183125;0,362276
39126;226,040426;;226,040426;226,223551;0,183125;;0,183125;-5,3E-05;-0,183178
39127;226,223551;;226,223551;226,223551;0;;-5,3E-05;-0,032685;-0,032632
39128;226,223551;;226,223551;226,223604;5,3E-05;;-0,032685;0,022808;0,055493
39129;226,223604;;226,223604;226,256342;0,032738;;0,022808;-0,204288;-0,227096
39130;226,256342;;226,256342;226,266272;0,00993;;-0,204288;0,214218;0,418506
39131;226,266272;;226,266272;226,48049;0,214218;;0,214218;-0,000135;-0,214353
39132;226,48049;;226,48049;226,48049;0;;-0,000135;-0,021868;-0,021733
39133;226,48049;;226,48049;226,480625;0,000135;;-0,021868;0,021863;0,043731
39134;226,480625;;226,480625;226,502628;0,022003;;0,021863;7,3E-05;-0,02179
39135;226,502628;;226,502628;226,502768;0,00014;;7,3E-05;-0,182279;-0,182352
39136;226,502768;;226,502768;226,502835;6,7E-05;;-0,182279;0,16738;0,349659
39137;226,502835;;226,502835;226,685181;0,182346;;0,16738;-0,02722;-0,1946
39138;226,685181;;226,685181;226,700147;0,014966;;-0,02722;-0,165681;-0,138461
39139;226,700147;;226,700147;226,742333;0,042186;;-0,165681;0,202944;0,368625
39140;226,742333;;226,742333;226,9502;0,207867;;0,202944;-0,246037;-0,448981
39141;226,9502;;226,9502;226,955123;0,004923;;-0,246037;0,250898;0,496935
39142;226,955123;;226,955123;227,206083;0,25096;;0,250898;-0,000137;-0,251035
39143;227,206083;;227,206083;227,206145;6,2E-05;;-0,000137;0,000144;0,000281
39144;227,206145;;227,206145;227,206344;0,000199;;0,000144;-0,167847;-0,167991
39145;227,206344;;227,206344;227,206399;5,5E-05;;-0,167847;0,023666;0,191513
39146;227,206399;;227,206399;227,374301;0,167902;;0,023666;0,10135;0,077684
39153;227,374301;;227,374301;227,518537;0,144236;;0,10135;-5,235783;-5,337133
39154;227,518537;;227,518537;227,561423;0,042886;;-5,235783;5,234157;10,46994
39155;227,561423;;227,561423;232,840092;5,278669;;5,234157;-3,494822;-8,728979
40855;232,840092;;232,840092;232,884604;0,044512;;-3,494822;3,491784;6,986606
40856;232,884604;;232,884604;236,423938;3,539334;;3,491784;0,046911;-3,444873
41913;236,423938;;236,423938;236,471488;0,04755;;0,046911;-0,002228;-0,049139
41998;236,471488;;236,471488;236,472127;0,000639;;-0,002228;-0,048011;-0,045783
42009;236,472127;;236,472127;236,474994;0,002867;;-0,048011;0,050878;0,098889
42031;236,474994;;236,474994;236,525872;0,050878;;0,050878;0;-0,050878
42185;236,525872;;236,525872;236,525872;0;;0;0;0
42186;236,525872;;236,525872;236,525872;0;;0;-0,000102;-0,000102
42187;236,525872;;236,525872;236,525872;0;;-0,000102;-0,007117;-0,007015
42188;236,525872;;236,525872;236,525974;0,000102;;-0,007117;0,006346;0,013463
42189;236,525974;;236,525974;236,533193;0,007219;;0,006346;0,000644;-0,005702
42200;236,533193;;236,533193;236,534066;0,000873;;0,000644;-0,044566;-0,04521
42201;236,534066;;236,534066;236,534295;0,000229;;-0,044566;0,044795;0,089361
42202;236,534295;;236,534295;236,57909;0,044795;;0,044795;-0,001167;-0,045962
42366;236,57909;;236,57909;236,57909;0;;-0,001167;-0,00126;-9,3E-05
42367;236,57909;;236,57909;236,580257;0,001167;;-0,00126;0,002427;0,003687
42368;236,580257;;236,580257;236,582684;0,002427;;0,002427;-9,8E-05;-0,002525
42378;236,582684;;236,582684;236,582684;0;;-9,8E-05;-0,003988;-0,00389
42379;236,582684;;236,582684;236,582782;9,8E-05;;-0,003988;0,004086;0,008074
42380;236,582782;;236,582782;236,586868;0,004086;;0,004086;-8,7E-05;-0,004173
42400;236,586868;;236,586868;236,586868;0;;-8,7E-05;-9E-06;7,8E-05
42401;236,586868;;236,586868;236,586955;8,7E-05;;-9E-06;-0,003053;-0,003044
42402;236,586955;;236,586955;236,587051;9,6E-05;;-0,003053;0,002305;0,005358
42403;236,587051;;236,587051;236,5902;0,003149;;0,002305;-0,002377;-0,004682
42409;236,5902;;236,5902;236,591044;0,000844;;-0,002377;0,003143;0,00552
42412;236,591044;;236,591044;236,594265;0,003221;;0,003143;-0,056558;-0,059701
42420;236,594265;;236,594265;236,594343;7,8E-05;;-0,056558;0,056636;0,113194
42421;236,594343;;236,594343;236,650979;0,056636;;0,056636;-1,025131;-1,081767
42583;236,650979;;236,650979;236,650979;0;;-1,025131;0,924015;1,949146
42588;236,650979;;236,650979;237,67611;1,025131;;0,924015;0,055879;-0,868136
42717;237,67611;;237,67611;237,777226;0,101116;;0,055879;-3,216087;-3,271966
42718;237,777226;;237,777226;237,822463;0,045237;;-3,216087;2,909139;6,125226
42719;237,822463;;237,822463;241,083787;3,261324;;2,909139;-9,841304;-12,750443
44483;241,083787;;241,083787;241,435972;0,352185;;-9,841304;10,172036;20,01334
44484;241,435972;;241,435972;251,629461;10,193489;;10,172036;-2,363314;-12,53535
45999;251,629461;;251,629461;251,650914;0,021453;;-2,363314;2,349664;4,712978
46000;251,650914;;251,650914;254,035681;2,384767;;2,349664;-0,037922;-2,387586
46003;254,035681;;254,035681;254,070784;0,035103;;-0,037922;0,072695;0,110617
46004;254,070784;;254,070784;254,143809;0,073025;;0,072695;-0,022954;-0,095649
46005;254,143809;;254,143809;254,144139;0,00033;;-0,022954;0,023284;0,046238
46006;254,144139;;254,144139;254,167423;0,023284;;0,023284;-1,6018;-1,625084
46007;254,167423;;254,167423;254,167423;0;;-1,6018;1,598509;3,200309
46008;254,167423;;254,167423;255,769223;1,6018;;1,598509;0,003001;-1,595508
46009;255,769223;;255,769223;255,772514;0,003291;;0,003001;-0,100383;-0,103384
46010;255,772514;;255,772514;255,772804;0,00029;;-0,100383;0,025904;0,126287
46011;255,772804;;255,772804;255,873477;0,100673;;0,025904;-0,007498;-0,033402
46012;255,873477;;255,873477;255,948246;0,074769;;-0,007498;0,065595;0,073093
46013;255,948246;;255,948246;256,030513;0,082267;;0,065595;-7,357034;-7,422629
46014;256,030513;;256,030513;256,047185;0,016672;;-7,357034;7,345058;14,702092
46015;256,047185;;256,047185;263,420891;7,373706;;7,345058;-0,742188;-8,087246
48417;263,420891;;263,420891;263,449539;0,028648;;-0,742188;0,748089;1,490277
48418;263,449539;;263,449539;264,220375;0,770836;;0,748089;-3,112803;-3,860892
48419;264,220375;;264,220375;264,243122;0,022747;;-3,112803;3,03292;6,145723
48420;264,243122;;264,243122;267,378672;3,13555;;3,03292;0,060397;-2,972523
48466;267,378672;;267,378672;267,481302;0,10263;;0,060397;-1,210085;-1,270482
48470;267,481302;;267,481302;267,523535;0,042233;;-1,210085;1,252008;2,462093
48471;267,523535;;267,523535;268,775853;1,252318;;1,252008;-0,036883;-1,288891
48472;268,775853;;268,775853;268,776163;0,00031;;-0,036883;0,037133;0,074016
48473;268,776163;;268,776163;268,813356;0,037193;;0,037133;-1,359808;-1,396941
48474;268,813356;;268,813356;268,813416;6E-05;;-1,359808;1,337235;2,697043
48475;268,813416;;268,813416;270,173284;1,359868;;1,337235;-0,605156;-1,942391
48476;270,173284;;270,173284;270,195917;0,022633;;-0,605156;0,57594;1,181096
48477;270,195917;;270,195917;270,823706;0,627789;;0,57594;-6,966241;-7,542181
48478;270,823706;;270,823706;270,875555;0,051849;;-6,966241;6,980081;13,946322
48480;270,875555;;270,875555;277,893645;7,01809;;6,980081;-4,717808;-11,697889
48492;277,893645;;277,893645;277,931654;0,038009;;-4,717808;4,661851;9,379659
48493;277,931654;;277,931654;282,687471;4,755817;;4,661851;0,046801;-4,61505
52475;282,687471;;282,687471;282,781437;0,093966;;0,046801;-4,743833;-4,790634
52476;282,781437;;282,781437;282,828602;0,047165;;-4,743833;3,229381;7,973214
52477;282,828602;;282,828602;287,6196;4,790998;;3,229381;1,307532;-1,921849
52522;287,6196;;287,6196;289,181217;1,561617;;1,307532;0,253946;-1,053586
52529;289,181217;;289,181217;289,435302;0,254085;;0,253946;-0,001674;-0,25562
52530;289,435302;;289,435302;289,435441;0,000139;;-0,001674;-0,330905;-0,329231
52531;289,435441;;289,435441;289,437254;0,001813;;-0,330905;0,332718;0,663623
52532;289,437254;;289,437254;289,769972;0,332718;;0,332718;-7,8E-05;-0,332796
52533;289,769972;;289,769972;289,769972;0;;-7,8E-05;-0,000412;-0,000334
52534;289,769972;;289,769972;289,77005;7,8E-05;;-0,000412;-0,008195;-0,007783
52535;289,77005;;289,77005;289,77054;0,00049;;-0,008195;-0,265509;-0,257314
52536;289,77054;;289,77054;289,779225;0,008685;;-0,265509;0,274194;0,539703
52537;289,779225;;289,779225;290,053419;0,274194;;0,274194;-0,000138;-0,274332
52538;290,053419;;290,053419;290,053419;0;;-0,000138;-0,017547;-0,017409
52539;290,053419;;290,053419;290,053557;0,000138;;-0,017547;0,017566;0,035113
52540;290,053557;;290,053557;290,071242;0,017685;;0,017566;5,6E-05;-0,01751
52541;290,071242;;290,071242;290,071361;0,000119;;5,6E-05;-0,243666;-0,243722
52542;290,071361;;290,071361;290,071424;6,3E-05;;-0,243666;0,166402;0,410068
52543;290,071424;;290,071424;290,315153;0,243729;;0,166402;0,03557;-0,130832
52544;290,315153;;290,315153;290,39248;0,077327;;0,03557;-0,3211;-0,35667
52545;290,39248;;290,39248;290,434237;0,041757;;-0,3211;0,357365;0,678465
52546;290,434237;;290,434237;290,797094;0,362857;;0,357365;-0,29299;-0,650355
52547;290,797094;;290,797094;290,802586;0,005492;;-0,29299;0,298399;0,591389
52549;290,802586;;290,802586;291,101068;0,298482;;0,298399;-0,103647;-0,402046
52552;291,101068;;291,101068;291,101151;8,3E-05;;-0,103647;0,082776;0,186423
52553;291,101151;;291,101151;291,204881;0,10373;;0,082776;0,02082;-0,061956
52560;291,204881;;291,204881;291,225835;0,020954;;0,02082;-0,00638;-0,0272
52561;291,225835;;291,225835;291,225969;0,000134;;-0,00638;-0,015582;-0,009202
52562;291,225969;;291,225969;291,232483;0,006514;;-0,015582;0,018919;0,034501
52563;291,232483;;291,232483;291,254579;0,022096;;0,018919;0,003177;-0,015742
52564;291,254579;;291,254579;291,257756;0,003177;;0,003177;-8,4E-05;-0,003261
52565;291,257756;;291,257756;291,257756;0;;-8,4E-05;-0,000372;-0,000288
52566;291,257756;;291,257756;291,25784;8,4E-05;;-0,000372;0,000456;0,000828
52567;291,25784;;291,25784;291,258296;0,000456;;0,000456;-9,6E-05;-0,000552
52568;291,258296;;291,258296;291,258296;0;;-9,6E-05;-0,008498;-0,008402
52569;291,258296;;291,258296;291,258392;9,6E-05;;-0,008498;0,008594;0,017092
52570;291,258392;;291,258392;291,266986;0,008594;;0,008594;-0,000125;-0,008719
52571;291,266986;;291,266986;291,266986;0;;-0,000125;-0,004194;-0,004069
52572;291,266986;;291,266986;291,267111;0,000125;;-0,004194;0,004319;0,008513
52573;291,267111;;291,267111;291,27143;0,004319;;0,004319;-0,000107;-0,004426
52574;291,27143;;291,27143;291,27143;0;;-0,000107;-0,000447;-0,00034
52575;291,27143;;291,27143;291,271537;0,000107;;-0,000447;0,000554;0,001001
52576;291,271537;;291,271537;291,272091;0,000554;;0,000554;-7,4E-05;-0,000628
52577;291,272091;;291,272091;291,272091;0;;-7,4E-05;-0,000506;-0,000432
52578;291,272091;;291,272091;291,272165;7,4E-05;;-0,000506;0,00058;0,001086
52579;291,272165;;291,272165;291,272745;0,00058;;0,00058;-5,6E-05;-0,000636
52580;291,272745;;291,272745;291,272745;0;;-5,6E-05;-0,000376;-0,00032
52581;291,272745;;291,272745;291,272801;5,6E-05;;-0,000376;0,000432;0,000808
52582;291,272801;;291,272801;291,273233;0,000432;;0,000432;-7,3E-05;-0,000505
52583;291,273233;;291,273233;291,273233;0;;-7,3E-05;-0,011327;-0,011254
52584;291,273233;;291,273233;291,273306;7,3E-05;;-0,011327;0,0114;0,022727
52585;291,273306;;291,273306;291,284706;0,0114;;0,0114;-0,00011;-0,01151
52586;291,284706;;291,284706;291,284706;0;;-0,00011;4,7E-05;0,000157
52587;291,284706;;291,284706;291,284816;0,00011;;4,7E-05;6,3E-05;1,6E-05
52588;291,284816;;291,284816;291,284879;6,3E-05;;6,3E-05;-7,4E-05;-0,000137
52589;291,284879;;291,284879;291,284879;0;;-7,4E-05;-0,000531;-0,000457
52590;291,284879;;291,284879;291,284953;7,4E-05;;-0,000531;0,000605;0,001136
52591;291,284953;;291,284953;291,285558;0,000605;;0,000605;-5E-05;-0,000655
52592;291,285558;;291,285558;291,285558;0;;-5E-05;-0,000469;-0,000419
52593;291,285558;;291,285558;291,285608;5E-05;;-0,000469;0,000519;0,000988
52594;291,285608;;291,285608;291,286127;0,000519;;0,000519;-6,6E-05;-0,000585
52595;291,286127;;291,286127;291,286127;0;;-6,6E-05;-0,000544;-0,000478
52596;291,286127;;291,286127;291,286193;6,6E-05;;-0,000544;0,00061;0,001154
52597;291,286193;;291,286193;291,286803;0,00061;;0,00061;-4E-05;-0,00065
52598;291,286803;;291,286803;291,286803;0;;-4E-05;-0,000418;-0,000378
52599;291,286803;;291,286803;291,286843;4E-05;;-0,000418;0,000458;0,000876
52600;291,286843;;291,286843;291,287301;0,000458;;0,000458;-4E-05;-0,000498
52601;291,287301;;291,287301;291,287301;0;;-4E-05;-0,005373;-0,005333
52602;291,287301;;291,287301;291,287341;4E-05;;-0,005373;0,005413;0,010786
52603;291,287341;;291,287341;291,292754;0,005413;;0,005413;0;-0,005413
52604;291,292754;;291,292754;291,292754;0;;0;0;0
52605;291,292754;;291,292754;291,292754;0;;0;0;0
52606;291,292754;;291,292754;291,292754;0;;0;0;0
52607;291,292754;;291,292754;291,292754;0;;0;0;0
52608;291,292754;;291,292754;291,292754;0;;0;0;0
52609;291,292754;;291,292754;291,292754;0;;0;0;0
52610;291,292754;;291,292754;291,292754;0;;0;0;0
52611;291,292754;;291,292754;291,292754;0;;0;-9,2E-05;-9,2E-05
52612;291,292754;;291,292754;291,292754;0;;-9,2E-05;-0,00044;-0,000348
52613;291,292754;;291,292754;291,292846;9,2E-05;;-0,00044;0,000532;0,000972
52614;291,292846;;291,292846;291,293378;0,000532;;0,000532;-8,2E-05;-0,000614
52615;291,293378;;291,293378;291,293378;0;;-8,2E-05;-0,000508;-0,000426
52616;291,293378;;291,293378;291,29346;8,2E-05;;-0,000508;0,00059;0,001098
52617;291,29346;;291,29346;291,29405;0,00059;;0,00059;-6,4E-05;-0,000654
52618;291,29405;;291,29405;291,29405;0;;-6,4E-05;-0,001455;-0,001391
52619;291,29405;;291,29405;291,294114;6,4E-05;;-0,001455;0,001519;0,002974
52620;291,294114;;291,294114;291,295633;0,001519;;0,001519;0;-0,001519
52621;291,295633;;291,295633;291,295633;0;;0;0;0
52622;291,295633;;291,295633;291,295633;0;;0;-6,2E-05;-6,2E-05
52623;291,295633;;291,295633;291,295633;0;;-6,2E-05;8E-06;7E-05
52624;291,295633;;291,295633;291,295695;6,2E-05;;8E-06;5,4E-05;4,6E-05
52625;291,295695;;291,295695;291,295749;5,4E-05;;5,4E-05;-4E-05;-9,4E-05
52626;291,295749;;291,295749;291,295749;0;;-4E-05;-0,001859;-0,001819
52627;291,295749;;291,295749;291,295789;4E-05;;-0,001859;0,001899;0,003758
52628;291,295789;;291,295789;291,297688;0,001899;;0,001899;-5,3E-05;-0,001952
52629;291,297688;;291,297688;291,297688;0;;-5,3E-05;-0,000484;-0,000431
52630;291,297688;;291,297688;291,297741;5,3E-05;;-0,000484;0,000537;0,001021
52631;291,297741;;291,297741;291,298278;0,000537;;0,000537;-3,6E-05;-0,000573
52632;291,298278;;291,298278;291,298278;0;;-3,6E-05;-0,001158;-0,001122
52633;291,298278;;291,298278;291,298314;3,6E-05;;-0,001158;0,001194;0,002352
52634;291,298314;;291,298314;291,299508;0,001194;;0,001194;-3,7E-05;-0,001231
52635;291,299508;;291,299508;291,299508;0;;-3,7E-05;-0,000547;-0,00051
52636;291,299508;;291,299508;291,299545;3,7E-05;;-0,000547;0,000584;0,001131
52637;291,299545;;291,299545;291,300129;0,000584;;0,000584;-4,7E-05;-0,000631
52638;291,300129;;291,300129;291,300129;0;;-4,7E-05;-0,000522;-0,000475
52639;291,300129;;291,300129;291,300176;4,7E-05;;-0,000522;0,000569;0,001091
52640;291,300176;;291,300176;291,300745;0,000569;;0,000569;-6,8E-05;-0,000637
52641;291,300745;;291,300745;291,300745;0;;-6,8E-05;-0,003706;-0,003638
52642;291,300745;;291,300745;291,300813;6,8E-05;;-0,003706;0,003774;0,00748
52643;291,300813;;291,300813;291,304587;0,003774;;0,003774;0;-0,003774
52644;291,304587;;291,304587;291,304587;0;;0;-9,6E-05;-9,6E-05
52645;291,304587;;291,304587;291,304587;0;;-9,6E-05;-0,000243;-0,000147
52646;291,304587;;291,304587;291,304683;9,6E-05;;-0,000243;0,000339;0,000582
52647;291,304683;;291,304683;291,305022;0,000339;;0,000339;-4,3E-05;-0,000382
52648;291,305022;;291,305022;291,305022;0;;-4,3E-05;-0,005835;-0,005792
52649;291,305022;;291,305022;291,305065;4,3E-05;;-0,005835;0,005878;0,011713
52650;291,305065;;291,305065;291,310943;0,005878;;0,005878;-3,7E-05;-0,005915
52651;291,310943;;291,310943;291,310943;0;;-3,7E-05;-0,003619;-0,003582
52652;291,310943;;291,310943;291,31098;3,7E-05;;-0,003619;0,003656;0,007275
52653;291,31098;;291,31098;291,314636;0,003656;;0,003656;-8,1E-05;-0,003737
52654;291,314636;;291,314636;291,314636;0;;-8,1E-05;-0,000345;-0,000264
52655;291,314636;;291,314636;291,314717;8,1E-05;;-0,000345;0,000426;0,000771
52656;291,314717;;291,314717;291,315143;0,000426;;0,000426;-8,6E-05;-0,000512
52657;291,315143;;291,315143;291,315143;0;;-8,6E-05;-0,000479;-0,000393
52658;291,315143;;291,315143;291,315229;8,6E-05;;-0,000479;0,000565;0,001044
52659;291,315229;;291,315229;291,315794;0,000565;;0,000565;-4,7E-05;-0,000612
52660;291,315794;;291,315794;291,315794;0;;-4,7E-05;-0,000469;-0,000422
52661;291,315794;;291,315794;291,315841;4,7E-05;;-0,000469;0,000516;0,000985
52662;291,315841;;291,315841;291,316357;0,000516;;0,000516;-6E-05;-0,000576
52663;291,316357;;291,316357;291,316357;0;;-6E-05;-0,001017;-0,000957
52664;291,316357;;291,316357;291,316417;6E-05;;-0,001017;0,001077;0,002094
52665;291,316417;;291,316417;291,317494;0,001077;;0,001077;-5,5E-05;-0,001132
52666;291,317494;;291,317494;291,317494;0;;-5,5E-05;-0,000368;-0,000313
52667;291,317494;;291,317494;291,317549;5,5E-05;;-0,000368;0,000423;0,000791
52668;291,317549;;291,317549;291,317972;0,000423;;0,000423;-4,6E-05;-0,000469
52669;291,317972;;291,317972;291,317972;0;;-4,6E-05;-0,000498;-0,000452
52670;291,317972;;291,317972;291,318018;4,6E-05;;-0,000498;0,000544;0,001042
